LotArea,Neighborhood,YearBuilt,BHK,SalePrice
5988,OldTown,2008,2,400000
8775,BrkSide,1953,1,380000
9100,CollgCr,1939,1.5,370000
1028,Veenker,2005,2,366000
8250,CollgCr,1955,1,365000
9150,Crawfor,1959,1,365000
7292,NoRidge,1990,2,339950
7500,Mitchel,1966,1,306000
52272,Somerst,1978,2,290000
8000,NWAmes,1978,1,275000
7651,OldTown,1986,2,273000
10115,BrkSide,1957,1,264950
5000,CollgCr,1951,2,260000
8511,Veenker,1985,1,260000
8885,CollgCr,1980,1,244000
6350,Crawfor,1941,1,238000
7800,NoRidge,1954,1,229000
8000,Mitchel,1959,1,215000
10488,Somerst,1952,1,194000
4480,NWAmes,1924,1,642000
7578,OldTown,2011,2,890000
38125,BrkSide,1947,1,380000
8628,CollgCr,1994,2,348450
5000,Veenker,1931,2,1100000
11060,CollgCr,1964,1,898000
4011,Crawfor,2005,2,583000
9969,NoRidge,1985,1,450000
4590,Mitchel,1949,1,438924
9370,Somerst,1992,1,289950
25470,NWAmes,1923,2,2950000
7440,OldTown,2004,2,1880000
9231,BrkSide,2001,3,1440000
14810,CollgCr,1954,2,993000
8710,Veenker,1953,1,888000
4000,CollgCr,1910,2,883000
10800,Crawfor,1925,2,855000
14219,NoRidge,1979,2,825000
8059,Mitchel,2012,2,801000
10223,Somerst,1994,2,795000
6928,NWAmes,1949,2,787500
9130,OldTown,2004,2,772500
6516,BrkSide,1935,1.5,750000
8285,CollgCr,1956,1,750000
3840,Veenker,1922,1.5,749500
16952,CollgCr,1991,2,738000
5951,Crawfor,2003,2,728000
16996,NoRidge,1992,2,725000
3000,Mitchel,1931,1,710000
5355,Somerst,1929,2,707900
6175,NWAmes,2001,2,700000
6175,OldTown,2001,2,680000
15535,BrkSide,1961,1,650000
18295,CollgCr,1979,1,645000
3744,Veenker,1929,1.5,643002
175982,CollgCr,2004,1,635000
1349,Crawfor,2009,3,635000
8400,NoRidge,1976,1,610000
11870,Mitchel,1968,1,605000
13751,Somerst,1951,1,572000
10203,NWAmes,1946,1,570000
217805,OldTown,1999,1,565000
3240,BrkSide,1914,1.5,544500
9972,CollgCr,2006,2,539000
5580,Veenker,1949,2,530000
14810,CollgCr,1977,1,515000
3750,Crawfor,1909,1,500000
6120,NoRidge,1941,1,485000
3600,Mitchel,1906,1,477000
5280,Somerst,1947,1.5,475000
4600,NWAmes,1942,1,460000
7270,OldTown,1953,1.5,453500
8800,BrkSide,1968,1,447000
7371,CollgCr,1979,1,425000
6000,Veenker,1952,1,420000
6322,CollgCr,2011,2,416000
1991,Crawfor,2014,3,412000
3200,NoRidge,1999,2,410000
7163,Mitchel,2003,2,409950
7125,Somerst,1974,1,392000
5400,NWAmes,1948,1,389100
1598,OldTown,2008,3,385000
7740,BrkSide,1909,1,384950
39848,CollgCr,1958,1,380000
1064,Veenker,2004,3,375000
1442,CollgCr,2006,3,358000
8400,Crawfor,1969,1,351000
16133,NoRidge,1959,1,350000
8580,Mitchel,1992,2,338150
3868,Somerst,1990,1,333800
4533,NWAmes,1929,1,330000
27350,OldTown,1958,1,320000
14250,BrkSide,1979,1,316500
2614,CollgCr,2005,2,300000
169448,Veenker,1962,1,300000
3600,CollgCr,2006,2,296000
5025,Crawfor,2010,2,294900
6720,NoRidge,1954,1,285000
9658,Mitchel,1966,1.5,275436
7210,Somerst,1974,1,273148
8375,NWAmes,1927,2,270000
9743,OldTown,1996,2,269950
8612,BrkSide,1953,1,269000
8125,CollgCr,1943,1,261000
9600,Veenker,1988,1,245000
24000,CollgCr,1947,1.5,235000
7500,Crawfor,1965,1,230000
2550,NoRidge,2005,2,207000
7980,Mitchel,1944,1.5,165000
8400,Somerst,1959,1,105000
22863,NWAmes,1907,2.5,2350000
20388,OldTown,1990,2,1350000
26162,BrkSide,1997,2,1210000
10602,CollgCr,1999,2,1140000
6820,Veenker,1947,2,998000
7062,CollgCr,2014,2,919950
7200,Crawfor,1996,3,836500
52707,NoRidge,1999,2,813000
4560,Mitchel,1925,1.5,785950
5600,Somerst,1941,1,779000
4200,NWAmes,1939,1.5,727000
29163,OldTown,1993,2,715000
41811,BrkSide,1995,1.5,710000
9318,CollgCr,2001,2,705000
7668,Veenker,1968,1,700000
9780,CollgCr,2007,2,695000
4400,Crawfor,1941,1,690000
47480,NoRidge,2003,2,665000
15536,Mitchel,1996,1,665000
858,Somerst,2014,2,620000
3128,NWAmes,2009,2,615000
3667,OldTown,2008,2,605000
5562,BrkSide,1979,2,600000
5562,CollgCr,1916,1,597000
4080,Veenker,1912,1.5,591500
4799,CollgCr,1996,1,589000
4337,Crawfor,2004,2,589000
6479,NoRidge,2005,2,585000
5500,Mitchel,1953,1,577000
5040,Somerst,1961,1,555950
11165,NWAmes,1921,1.5,549000
1845,OldTown,2009,3,545000
5000,BrkSide,1990,3,540000
1569,CollgCr,2009,2,540000
209088,Veenker,1993,1,539000
5133,CollgCr,1939,1.5,535000
2983,Crawfor,2006,2,530000
1210,NoRidge,2005,2,522500
9750,Mitchel,1983,2,518000
54014,Somerst,1962,1,514000
11250,NWAmes,1955,1,499950
1850,OldTown,2007,2,497000
6250,BrkSide,1937,1,495000
1137,CollgCr,2007,3,481000
4488,Veenker,1999,2,480000
7800,CollgCr,1928,1,477000
6000,Crawfor,1950,1.5,475000
13457,NoRidge,1959,1,475000
990,Mitchel,2008,3,467000
50965,Somerst,1979,1,460000
3827,NWAmes,2005,2,449000
4670,OldTown,1998,2,441500
6460,BrkSide,1970,1,435000
4160,CollgCr,1926,1.5,425000
5368,Veenker,1953,1,420000
3200,CollgCr,1910,1,415000
6054,Crawfor,2005,2,410000
7440,NoRidge,1948,1,408000
8230,Mitchel,1962,1.5,407500
1448,Somerst,2005,3,407000
14258,NWAmes,1987,2,400000
6947,OldTown,1947,1,390000
4667,BrkSide,2009,2,382000
1468,CollgCr,2009,2,380000
4050,Veenker,1950,1,375000
13445,CollgCr,1990,2,360000
3584,Crawfor,2003,2,345000
5992,NoRidge,2001,2,345000
24700,Mitchel,1974,2,340000
7250,Somerst,1943,1,330000
8379,NWAmes,1994,2,328000
4500,OldTown,2004,2,321000
8909,BrkSide,1988,2,318000
5840,CollgCr,1979,2,317000
6000,Veenker,1918,1,310000
7350,CollgCr,1980,1,298700
10742,Crawfor,1971,1,296000
41550,NoRidge,1933,1.5,295500
7264,Mitchel,1920,2,265000
8400,Somerst,1962,1,258750
6930,NWAmes,1994,2,258000
7850,OldTown,1910,1.5,257000
5000,BrkSide,1960,1,249900
2138,CollgCr,2005,2,237000
6120,Veenker,1937,1,225000
13873,CollgCr,1989,2,3300000
34982,Crawfor,1998,2,1680000
14150,NoRidge,1936,2,1250000
3600,Mitchel,1927,2,1050000
19168,Somerst,1944,2,980000
11180,NWAmes,1962,1,887000
12978,OldTown,1967,1,838300
2640,BrkSide,1914,1,808250
8734,CollgCr,1961,2,802000
23550,Veenker,1987,1,770000
10764,CollgCr,1971,1,765000
7960,Crawfor,1955,1,735000
6600,NoRidge,2000,2,666500
5000,Mitchel,1918,1.5,666000
6440,Somerst,1940,1,651000
7350,NWAmes,1958,1.5,645000
3600,OldTown,1901,2.5,625000
4140,BrkSide,1902,1.5,624000
5008,CollgCr,2013,2,616950
9848,Veenker,1967,1,606150
53578,CollgCr,1976,1,575000
6181,Crawfor,2000,2,568500
11675,NoRidge,1948,1.5,565000
383328,Mitchel,1980,1.5,560000
7584,Somerst,1988,2,555000
5000,NWAmes,1916,2,550000
6005,OldTown,2010,2,540000
9248,BrkSide,2011,2,540000
40259,CollgCr,1977,1,535000
7770,Veenker,1967,1,530000
17700,CollgCr,1965,1,530000
8580,Crawfor,1962,1,528000
19436,NoRidge,1987,2,527000
39049,Mitchel,1953,1,515000
6000,Somerst,1950,1,507000
217800,NWAmes,1981,1,505000
1545,OldTown,1998,3,504500
1728,BrkSide,2000,3,499000
8446,CollgCr,1978,2,469000
9497,Veenker,2014,2,450000
6567,CollgCr,1940,1,440000
1994,Crawfor,2014,2,439990
4551,NoRidge,1928,1.5,439000
8545,Mitchel,2004,2,438000
5040,Somerst,1977,2,434900
9450,NWAmes,1919,1,433500
2250,OldTown,1988,2,422500
15426,BrkSide,1968,1,406430
7210,CollgCr,1963,1,383001
11224,Veenker,1947,1,375000
533610,CollgCr,1950,1.5,375000
7811,Crawfor,1976,1,373000
9426,NoRidge,1965,1,368000
1761,Mitchel,2003,3,365000
955,Somerst,2004,2,362000
1087,NWAmes,2005,2,355000
10290,OldTown,1984,2,350000
10800,BrkSide,1959,1,350000
1066,CollgCr,2006,2,335000
9384,Veenker,1948,1.5,325000
1942,CollgCr,2009,1,325000
9750,Crawfor,1968,1,322500
7093,NoRidge,1999,2,310000
6092,Mitchel,1998,1,295000
4268,Somerst,1953,1,285000
13000,NWAmes,1961,1,277554
7620,OldTown,1956,1,275000
10000,BrkSide,1988,2,266750
7524,CollgCr,1978,2,263850
8069,Veenker,1990,1,240000
19040,CollgCr,1961,1,230000
7332,Crawfor,1987,1,230000
9900,NoRidge,1943,1,229000
7944,Mitchel,1961,1.5,219000
22443,Somerst,1972,1,201000
5000,NWAmes,1908,1,185000
4560,OldTown,1922,1,170000
6776,BrkSide,1952,1,150000
6426,CollgCr,1944,1,100000
9240,Veenker,1991,2,1580000
8505,CollgCr,1922,2,1500000
38869,Crawfor,1963,1.5,1340000
7750,NoRidge,1958,1,1100000
11200,Mitchel,2002,2,1030000
982998,Somerst,1992,2,998000
34412,NWAmes,1978,2,998000
183387,OldTown,2000,2,975000
5000,BrkSide,1920,1.5,950000
96574,CollgCr,1988,2,930800
5400,Veenker,1924,1,863000
6315,CollgCr,2000,2,852500
13412,Crawfor,1993,2,835000
7639,NoRidge,1999,2,817500
6000,Mitchel,1962,1,777000
13630,Somerst,1989,2,749999
4400,NWAmes,1922,1.5,740000
9916,OldTown,1989,2,700000
3600,BrkSide,1927,1.5,695000
12100,CollgCr,1984,2,695000
4400,Veenker,1921,1,665000
5040,CollgCr,1907,2,659000
9517,Crawfor,1984,1,655000
3139,NoRidge,1940,1,650000
17006,Mitchel,1913,2,649000
7104,Somerst,1945,2,643500
20588,NWAmes,1970,1,625000
31920,OldTown,1980,1,624500
8117,BrkSide,1978,1,583500
8190,CollgCr,1971,1,569500
8800,Veenker,1969,1,565000
5500,CollgCr,1983,2,562000
5040,Crawfor,2005,2,552100
1889,NoRidge,2009,3,540000
4290,Mitchel,1955,1,525000
10735,Somerst,1967,1.5,525000
8861,NWAmes,1979,1,519000
9600,OldTown,1955,1,508450
18001,BrkSide,1994,2,500000
7447,CollgCr,1985,2,500000
9015,Veenker,1990,2,485000
7500,CollgCr,1966,1.5,482500
6360,Crawfor,1954,1,460000
8250,NoRidge,1960,1,460000
7689,Mitchel,1977,1,456000
28212,Somerst,1978,1.5,455000
43733,NWAmes,1991,2,454000
9017,OldTown,2013,2,447500
205603,BrkSide,1983,2,437500
6000,CollgCr,2000,2,428400
1486,Veenker,2006,2,419700
4323,CollgCr,1942,1,405000
9136,Crawfor,1997,2,405000
13780,NoRidge,1993,2,403950
15600,Mitchel,1977,1,400000
2506,Somerst,2003,1,395000
4515,NWAmes,2005,2,389000
11090,OldTown,1962,1,383000
4447,BrkSide,2004,1,381000
9417,CollgCr,1936,1,375000
7245,Veenker,1950,1,375000
6834,CollgCr,1948,1.5,375000
1695,Crawfor,2009,2,374000
8666,NoRidge,1992,2,370000
696,Mitchel,2009,2,345000
7228,Somerst,1946,1.5,340000
16105,NWAmes,1982,1,307000
8658,OldTown,1955,1,306000
5700,BrkSide,2010,2,303700
5730,CollgCr,2003,2,299900
9486,Veenker,1971,1,295000
6944,CollgCr,1979,1,287500
4662,Crawfor,1942,1,280000
8700,NoRidge,1975,1,275000
3500,Mitchel,1971,2,275000
4592,Somerst,1950,1,260000
2500,NWAmes,2006,2,260000
11800,OldTown,1977,1,251700
9113,BrkSide,1986,2,245000
10517,CollgCr,1957,1,233500
12092,Veenker,1922,1,232000
6675,CollgCr,1997,2,215000
9484,Crawfor,1969,1,210000
5985,NoRidge,1944,1,200000
9370,Mitchel,1947,1,180000
7314,Somerst,1960,1,125000
5000,NWAmes,1942,1.5,724000
1200,OldTown,2000,3,320000
9330,BrkSide,1941,1,255000
12026,CollgCr,1948,1,248500
6000,Veenker,1943,1,190000
8400,CollgCr,1954,1,401500
2792,Crawfor,2011,2,379900
6990,NoRidge,1928,1.5,1240000
17841,Mitchel,1990,2,1020000
3600,Somerst,1906,2,1000000
19700,NWAmes,1987,2,988000
6055,OldTown,2014,2,923990
9085,BrkSide,1961,1,920000
10250,CollgCr,1946,1,905000
4950,Veenker,1906,2,865000
4911,CollgCr,2014,2,834950
6000,Crawfor,1948,1,834500
6000,NoRidge,1902,2.5,750000
16200,Mitchel,1958,1,685650
9096,Somerst,2013,2,675900
35380,NWAmes,1982,1,657000
5000,OldTown,1948,1,635000
4727,BrkSide,1999,2,630000
42800,CollgCr,1983,1,615000
45234,Veenker,1985,2,615000
6450,CollgCr,1920,1,590000
4438,Crawfor,2004,2,581000
6000,NoRidge,1944,1,580000
11141,Mitchel,1968,1,575000
40392,Somerst,1986,1,570000
9163,NWAmes,1961,1,550000
6678,OldTown,1949,1,550000
14400,BrkSide,1977,1,550000
3200,CollgCr,1923,1.5,539000
3515,Veenker,2000,2,536500
3135,CollgCr,1944,1,499000
6382,Crawfor,2007,2,492000
5867,NoRidge,2011,2,485000
2890,Mitchel,2004,2,475000
7800,Somerst,1986,2,470101
3000,NWAmes,1985,1,435000
10500,OldTown,1974,1,425000
3986,BrkSide,1999,2,423700
8000,CollgCr,1970,1,415000
9176,Veenker,1957,1,402000
53578,CollgCr,1985,2,379500
10125,Crawfor,1956,1,362000
10600,NoRidge,1927,1.5,360000
9244,Mitchel,1991,2,359000
5015,Somerst,2004,2,352000
8551,NWAmes,1953,1,350000
9134,OldTown,1972,1,343000
8400,BrkSide,1960,1,340000
69260,CollgCr,1937,1,335000
8755,Veenker,1981,1,327500
14850,CollgCr,1963,1,323000
8000,Crawfor,1973,2,311000
27007,NoRidge,1943,1,303000
6300,Mitchel,1957,1,300000
8750,Somerst,1967,1,300000
8541,NWAmes,1989,2,299990
7006,OldTown,1992,1,285000
3629,BrkSide,2005,2,285000
974,CollgCr,2003,3,281000
9253,Veenker,1981,1,274000
8400,CollgCr,1965,1,270000
5196,Crawfor,1911,1,270000
5546,NoRidge,1987,1,268000
5150,Mitchel,1951,1,267500
4000,Somerst,1952,1,267000
2500,NWAmes,2006,2,265000
7000,OldTown,1983,2,260000
9497,BrkSide,1950,1,257000
11161,CollgCr,1998,1,250000
12125,Veenker,1981,1,243000
7800,CollgCr,1948,1,240000
7830,Crawfor,1980,1,237500
8494,NoRidge,1949,1,237500
7200,Mitchel,1977,1,210000
8108,Somerst,1955,1,200000
8470,NWAmes,1961,1,169950
25412,OldTown,1999,2,1680000
5432,BrkSide,1998,2,1500000
5164,CollgCr,1925,1.5,1350000
7863,Veenker,1959,1,1310000
6500,CollgCr,1941,1,1140000
8899,Crawfor,2006,2,1100000
24586,NoRidge,1983,1,990000
11049,Mitchel,1989,2,975000
44431,Somerst,1981,2,950000
11422,NWAmes,1989,2,925000
9000,OldTown,1987,2,898000
3618,BrkSide,1950,1,895000
145054,CollgCr,1999,2,830000
12957,Veenker,2005,2,818500
10159,CollgCr,1991,2,812500
3000,Crawfor,2001,2,796000
5400,NoRidge,1900,1,783200
7806,Mitchel,2005,2,782500
5280,Somerst,2003,2,760000
10000,NWAmes,1957,1,760000
9200,OldTown,2014,2,738515
4972,BrkSide,2006,2,731781
7200,CollgCr,2001,2,718000
11957,Veenker,1978,1.5,698000
6961,CollgCr,2005,2,697000
4000,Crawfor,1953,1,689000
3474,NoRidge,2011,2,665000
11250,Mitchel,2005,2,660000
33106,Somerst,2004,2,655000
9959,NWAmes,1989,2,648000
220308,OldTown,2000,2,620000
6829,BrkSide,2014,2,600600
37461,CollgCr,1967,1,570000
7805,Veenker,2014,2,569950
6380,CollgCr,1987,1,559900
5750,Crawfor,1947,1,550000
5012,NoRidge,2008,2,548000
6937,Mitchel,2009,2,544999
9860,Somerst,1978,1,539000
6000,NWAmes,1913,1,535000
6163,OldTown,2000,2,527000
1368,BrkSide,2006,2,520000
7200,CollgCr,1968,1,495000
3711,Veenker,1996,2,472500
7200,CollgCr,2011,2,465000
17108,Crawfor,1991,2,463000
7350,NoRidge,1979,1,460000
5205,Mitchel,2013,2,456000
7800,Somerst,2013,2,450000
7800,NWAmes,1968,1,445950
8316,OldTown,1961,1,437000
8867,BrkSide,1984,2,432500
3600,CollgCr,1922,1,429000
6840,Veenker,1957,1,425000
13709,CollgCr,1955,1,425000
8558,Crawfor,1982,1,420000
5355,NoRidge,1956,1,405000
6420,Mitchel,1964,1,399950
8480,Somerst,1969,1,397500
8320,NWAmes,1946,1.5,395000
10256,OldTown,1987,2,393000
7416,BrkSide,1969,1,385000
114127,CollgCr,1975,1,380000
24800,Veenker,1971,1,375000
11562,CollgCr,1964,1,374950
5811,Crawfor,2005,2,374500
6975,NoRidge,1979,1,359950
4632,Mitchel,2002,2,350000
9198,Somerst,1968,1,347000
7500,NWAmes,1978,1,344950
9100,OldTown,1967,1,330000
9825,BrkSide,1994,1,325000
7173,CollgCr,1972,1,310000
8414,Veenker,1967,1,301000
51836,CollgCr,1966,1,300000
6500,Crawfor,1925,1.5,295000
6498,NoRidge,1986,1,290000
22486,Mitchel,1968,1,289000
4800,Somerst,1947,1,280000
15975,NWAmes,1952,1,279000
6300,OldTown,1959,1,272000
14110,BrkSide,1972,1,270000
10850,CollgCr,1994,1,234950
8906,Veenker,1968,1,234000
7716,CollgCr,1944,1,229950
5800,Crawfor,1942,1,222900
9273,NoRidge,1968,1,222000
8382,Mitchel,1918,1.5,220000
9147,Somerst,1900,1,214000
8800,NWAmes,1968,1,205000
8116,OldTown,1943,1,199500
18581,BrkSide,1924,1.5,180000
7200,CollgCr,1985,2,158000
20524,Veenker,1949,1,154000
4060,CollgCr,1917,2,1290000
4426,Crawfor,2001,2.5,1230000
19606,NoRidge,1993,1,1200000
12600,Mitchel,1941,1.5,900000
4600,Somerst,1906,1.5,875000
41147,NWAmes,1990,1,870000
9800,OldTown,2014,2,810000
18903,BrkSide,1994,2,745000
95950,CollgCr,2012,1,730000
25741,Veenker,1993,2,720000
4125,CollgCr,1917,1.5,710500
8160,Crawfor,1949,1,635000
1429,NoRidge,2007,3,620000
4832,Mitchel,2014,2,616200
3320,Somerst,1927,1.5,613200
35010,NWAmes,1993,2,590000
12753,OldTown,1962,1,585000
15200,BrkSide,1975,1,585000
36465,CollgCr,1980,2,580000
1051,Veenker,2009,2,579000
1902,CollgCr,2014,3,566950
70567,Crawfor,1966,1,550388
4000,NoRidge,1940,1,549950
8690,Mitchel,1974,1,549950
110642,Somerst,1979,1,535000
54450,NWAmes,1983,2,526000
26500,OldTown,1948,1.5,525000
3360,BrkSide,1924,1,525000
7980,CollgCr,1965,1,515000
11950,Veenker,1984,1,510000
7200,CollgCr,1978,1,506500
2750,Crawfor,1983,2,498000
11120,NoRidge,1984,1,490000
5508,Mitchel,1968,1,485000
51836,Somerst,1976,1,485000
4555,NWAmes,2005,1,473000
6901,OldTown,2003,2,470000
4500,BrkSide,1905,1.5,462500
47044,CollgCr,1968,1,450000
81892,Veenker,2000,1,445000
9592,CollgCr,1993,2,441500
7820,Crawfor,1981,1,440000
6500,NoRidge,1918,1,431000
5088,Mitchel,2007,2,425000
21096,Somerst,2004,2,419000
8521,NWAmes,1986,2,419000
3774,OldTown,1924,1,415000
4329,BrkSide,1927,1.5,415000
9742,CollgCr,2006,2,405000
6031,Veenker,2014,2,395950
2723,CollgCr,1923,1,390000
117176,Crawfor,1942,1.5,389900
5556,NoRidge,2003,2,381500
8400,Mitchel,1968,1,380000
16170,Somerst,1988,1,375000
9428,NWAmes,1978,2,375000
5000,OldTown,2006,2,375000
5650,BrkSide,1920,1,374000
4307,CollgCr,2004,2,368000
7573,Veenker,1977,1,355000
8511,CollgCr,1949,1,353000
13721,Crawfor,2009,2,353000
4760,NoRidge,2010,2,347500
6858,Mitchel,2003,2,340000
6200,Somerst,1998,2,334000
4080,NWAmes,1907,1.5,330000
7200,OldTown,1979,2,280000
10404,BrkSide,1935,1,275000
27215,CollgCr,1943,1,275000
8786,Veenker,1966,1,272750
5250,CollgCr,1911,1.5,265000
7420,Crawfor,1944,1.5,264250
9750,NoRidge,1954,1,260000
13184,Mitchel,1959,1,260000
7870,Somerst,1949,1,251000
2003,NWAmes,2006,2,249950
5900,OldTown,1950,1,245000
5870,BrkSide,1941,1,242500
7380,CollgCr,1959,1,242500
9282,Veenker,1966,1.5,235000
11652,CollgCr,1971,1,216500
7500,Crawfor,1968,1,215000
6134,NoRidge,1948,1,209977
8384,Mitchel,1985,1,205000
9871,Somerst,1968,1,199000
2550,NWAmes,1978,1,133400
35000,OldTown,1997,2,3800000
22257,BrkSide,1990,2,3640000
32044,CollgCr,1989,2,1900000
6952,Veenker,1930,2.5,1870000
1880,CollgCr,1914,2,1850000
7821,Crawfor,1958,2,1490000
27589,NoRidge,1966,2,1430000
3600,Mitchel,1911,2,1390000
3604,Somerst,1913,2,1270000
24740,NWAmes,1997,2,1210000
24437,OldTown,1991,1,1150000
4200,BrkSide,1925,2,1000000
7834,CollgCr,1958,1,949000
8098,Veenker,1952,1,860000
9600,CollgCr,2014,2,845950
40139,Crawfor,1986,1,840000
3600,NoRidge,1926,1,825000
4104,Mitchel,1928,2,808000
38032,Somerst,1991,2,805000
28563,NWAmes,1984,1,775000
241200,OldTown,1998,1.5,775000
7348,BrkSide,2010,1,739000
7605,CollgCr,2013,2,735000
130680,Veenker,1977,2,730000
4400,CollgCr,1910,1.5,711000
36820,Crawfor,1992,2,710800
6000,NoRidge,1942,1,710000
7312,Mitchel,1988,2,699000
4320,Somerst,1999,2,699000
989,NWAmes,2014,3,680000
6500,OldTown,2000,2,680000
8000,BrkSide,1972,1,665000
25600,CollgCr,1957,1,662500
5120,Veenker,1954,1,650000
15304,CollgCr,1979,2,649950
14374,Crawfor,1983,2,622500
212137,NoRidge,2005,2,620000
3630,Mitchel,1998,2,618000
10542,Somerst,1974,1,600000
6318,NWAmes,1988,2,599950
217800,OldTown,2006,2.5,570000
5200,BrkSide,1989,2,559000
94525,CollgCr,1988,1.5,555000
188760,Veenker,1979,1,555000
5000,CollgCr,1924,1,552000
5111,Crawfor,1934,1.5,550000
6587,NoRidge,2014,2,549995
5690,Mitchel,2014,2,549995
40518,Somerst,1967,1,530000
8311,NWAmes,1950,1,512500
1157,OldTown,2014,2,499950
13457,BrkSide,1974,2,475000
7200,CollgCr,1954,1,472000
5090,Veenker,2007,2,452000
5500,CollgCr,1951,1,445000
5257,Crawfor,1989,2,445000
29735,NoRidge,1957,1,440000
7928,Mitchel,2011,2,440000
8100,Somerst,1953,1,438400
4709,NWAmes,2003,2,425000
5539,OldTown,2004,2,423000
5623,BrkSide,1922,1,420000
3750,CollgCr,1904,1,415000
27345,Veenker,1976,2,410000
1149,CollgCr,2008,2,400000
12253,Crawfor,1960,1,396000
426450,NoRidge,1966,1,390500
1800,Mitchel,1909,1,390000
3292,Somerst,2014,2,384205
94525,NWAmes,1979,1.5,371000
53882,OldTown,1955,1,357000
8220,BrkSide,1956,1,340000
1211,CollgCr,2004,3,336000
3844,Veenker,1923,1,335000
6000,CollgCr,1955,1,324000
8505,Crawfor,1958,1.5,315000
9600,NoRidge,1966,1,305000
4650,Mitchel,2011,2,299950
4000,Somerst,1918,1,290000
3560,NWAmes,2010,2,288000
7930,OldTown,1989,2,286000
3088,BrkSide,2005,1,285000
6600,CollgCr,1994,2,250000
6840,Veenker,1984,1,248000
8763,CollgCr,1971,1,227000
4758,Crawfor,1947,1,225000
15463,NoRidge,1968,1,200126
6030,Mitchel,1947,1.5,175000
16471,Somerst,1980,2,1900000
12015,NWAmes,2014,2,1210000
50094,OldTown,1973,1,1040000
8400,BrkSide,1912,2,1030000
20023,CollgCr,2001,2,970000
4000,Veenker,1925,2,895000
14890,CollgCr,1985,1,853505
11570,Crawfor,1994,2,850000
9897,NoRidge,1959,1,799000
203860,Mitchel,1994,1.5,755000
4000,Somerst,1924,2,720000
5400,NWAmes,1920,1.5,690000
14248,OldTown,1977,2,680000
3200,BrkSide,1931,1.5,675000
3127,CollgCr,2011,2,674950
2000,Veenker,2001,2,650000
11575,CollgCr,1957,1,650000
45860,Crawfor,1989,2,585000
6875,NoRidge,2014,2,569995
10315,Mitchel,2006,2,561000
32880,Somerst,1993,1,560000
5688,NWAmes,1939,2,550000
5978,OldTown,2012,2,535000
7080,BrkSide,1952,1,522000
6900,CollgCr,1975,2,512500
43560,Veenker,1962,1,510000
27566,CollgCr,1995,2,510000
5000,Crawfor,1913,1.5,509000
6394,NoRidge,1918,1.5,500000
6250,Mitchel,1941,1,499950
27598,Somerst,1995,2,496000
7573,NWAmes,1983,1,490000
7478,OldTown,2002,2,489950
6000,BrkSide,1918,2,477500
6134,CollgCr,2004,2,470000
2003,Veenker,1908,1,460000
9608,CollgCr,2005,2,450000
1296,Crawfor,2008,2,449000
8038,NoRidge,2002,2,440000
6380,Mitchel,1940,1,435000
4065,Somerst,1996,2,435000
1245,NWAmes,2001,3,435000
5368,OldTown,2004,3,416000
7100,BrkSide,1976,1,408000
937,CollgCr,2003,3,350000
7565,Veenker,1999,2,349950
4659,CollgCr,2005,1,344000
7475,Crawfor,1992,2,340000
4800,NoRidge,1921,1,340000
7560,Mitchel,1941,1,324950
8125,Somerst,1999,1,295000
10454,NWAmes,1977,1,280000
5765,OldTown,1936,1,278750
6527,BrkSide,1957,1,265000
4640,CollgCr,1943,1,250000
5770,Veenker,1994,2,250000
1357,CollgCr,1990,2,249000
6173,Crawfor,1948,1,235000
6400,NoRidge,1975,1,199000
19600,Mitchel,1978,1,196000
21303,Somerst,1962,1,950000
3090,NWAmes,1911,2,570000
5500,OldTown,1950,1.5,439500
161913,BrkSide,1952,1,370000
43748,CollgCr,1967,2,295000
10489,Veenker,1990,2,683000
12753,CollgCr,1981,1,600000
4647,Crawfor,2008,1,560000
7313,NoRidge,1973,1,340000
9050,Mitchel,1990,2,1770000
9576,Somerst,2005,2,1270000
5335,NWAmes,2006,2,1210000
18000,OldTown,1951,1,1150000
8258,BrkSide,2012,2,949950
11740,CollgCr,1957,1,940000
4446,Veenker,2001,2,930000
9639,CollgCr,1959,1,868500
7838,Crawfor,2003,2,810000
3243,NoRidge,1912,1.5,796000
1487,Mitchel,2009,3,779000
6930,Somerst,1947,1,766500
5500,NWAmes,1912,1.5,765000
60548,OldTown,2005,1,729000
14134,BrkSide,2004,1,695000
9377,CollgCr,1962,1,687500
2446,Veenker,1961,1,676500
8715,CollgCr,1976,1,675000
10047,Crawfor,1996,2,665000
8000,NoRidge,1952,1,665000
6000,Mitchel,1957,1,635000
32772,Somerst,1992,2,630000
47044,NWAmes,1975,1,624000
4000,OldTown,1950,1,615000
7980,BrkSide,2005,2,615000
9000,CollgCr,1965,2,586000
12155,Veenker,1968,1,575000
1021,CollgCr,2006,2,570000
102366,Crawfor,1994,2,570000
3420,NoRidge,1923,1,560000
13252,Mitchel,1975,1,550000
20018,Somerst,1948,1,540000
7957,NWAmes,1967,1,537000
16530,OldTown,1967,1,525000
2350,BrkSide,1996,2,525000
65501,CollgCr,1984,2,500000
114562,Veenker,1968,1,499000
6720,CollgCr,1947,1,493000
7887,Crawfor,2004,2,485000
5757,NoRidge,2004,2,475000
1249,Mitchel,2006,3,459000
5850,Somerst,1942,1,458000
9473,NWAmes,1955,1,453000
48994,OldTown,1984,2,450000
4908,BrkSide,2006,1,450000
9711,CollgCr,1956,1,450000
5800,Veenker,2004,2,440000
